doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.3138/jmvfh-2023-0014,no_header_wrong_or_ancillary,ancillary_file_instead_of_main_article,high,Mechanisms of integration in psychedelic-assisted therapy,identity_unverified,insufficient document-level identifier or title evidence,,1.0 Appendix C: Comparison of Therapeutic Methods for Treating PTSD,0.2258,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_3138_jmvfh_2023_0014.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3138_jmvfh-2023-0014__26cf962a35.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3138_jmvfh-2023-0014__26cf962a35.pdf,True,,main_article_not_available_in_current_artifact,,,True,https://s3-us-west-1.amazonaws.com/mapscontent/research-archive/mdma/TreatmentManual_MDMAAssistedPsychotherapyVersion+8.1_22+Aug2017.pdf,https://doi.org/10.3138/jmvfh-2023-0014,oa_pdf_signal_requires_identity_validation,0,Quarantine ancillary file as non-main text. Fetch exact JATS or DOI/title-validated publisher article; retain supplement separately only as context; abstract fallback if unavailable.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31986/issn.2689-0690_rdw.stratford_research_day.149_2024,proceedings_container,proceedings_or_multi_abstract_container,high,Efficacy of Psilocybin in the Treatment of Substance and Alcohol Use Disorders,identity_unverified,insufficient document-level identifier or title evidence,,Rowan Digital Works Rowan Digital Works,0.188,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31986_issn_2689_0690_rdw_stratford_research_day_149_2024.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31986_issn.2689-0690_rdw.stratford_research_day.149_2024__b51be9aa2c.pdf,True,,False,,target_present_in_container_needs_segmentation,,,False,,,no_open_fulltext_signal_found,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32383/farmpol/215392,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Natural Hallucinogens in Clinical Studies: A Review of Therapeutic Efficacy and Methodological Limitations,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.32383/farmpol/215444,Naturalne halucynogeny w badaniach klinicznych: przegląd narracyjny skuteczności terapeutycznej i ograniczeń metodologicznych,0.4848,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32383_farmpol_215392.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.32383_farmpol_215392__a4cfd07d40.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32383_farmpol_215392__a4cfd07d40.pdf,True,,uncertain_quarantine,,,True,https://doi.org/10.32383/farmpol/215392,https://doi.org/10.32383/farmpol/215392,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32388/t3em5e.2,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Psychedelic drugs as a long-needed innovation in psychiatry,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.32388/t3em5e,Ope n Pe e r Re v ie w on Qe ios Ope n Pe e r Re v ie w on Qe ios Psychedelic drugs as a long-needed innovation in psychiatry,0.75,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32388_t3em5e_2.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.32388_t3em5e.2__814b8b6082.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32388_t3em5e.2__814b8b6082.pdf,True,,uncertain_quarantine,,,True,https://www.qeios.com/read/T3EM5E.2/pdf,https://doi.org/10.32388/t3em5e.2,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32996/jmhs.2021.2.2.18,benign_conflict,preprint_repository_version,high,"Critique of the Royal Australian and New Zealand College of Psychiatrists Psychedelic Therapy Clinical Memorandum, Dated May 2020",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.6084/m9.figshare.13507143,"Critique of the Royal Australian and New Zealand College of Psychiatrists psychedelic therapy clinical memorandum, dated May 2020",1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32996_jmhs_2021_2_2_18.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32996_jmhs.2021.2.2.18__a7b03da13e.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32996_jmhs.2021.2.2.18__a7b03da13e.pdf,True,,correct_content_available_locally,,,True,https://al-kindipublisher.com/index.php/jmhs/article/download/2580/2296,https://doi.org/10.32996/jmhs.2021.2.2.18,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.33015/dominican.edu/2024.nurs.rp.19,repository_or_nested_document,repository_thesis_issue_nested_content,high,The Comparative Therapeutic Effects of Psilocybin Treatment and Antidepressant Medications in Adults Diagnosed with Depression,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1056/nejmoa2032994,"The Comparative Therapeutic Effects of Psilocybin Treatment and Antidepressant Medications in Adults Diagnosed with Depression Nasser Melchor DOMINICAN UNIVERSITY OF CALIFORNIA, DEPARTMENT OF NURSING",0.7754,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_33015_dominican_edu_2024_nurs_rp_19.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.33015_dominican.edu_2024.nurs.rp.19__7b88d59c78.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.33015_dominican.edu_2024.nurs.rp.19__7b88d59c78.pdf,True,manual_pdf_import_report_after_all_remaining_playwright_20260619.json,target_or_related_content_nested_requires_segmentation,,,True,https://scholar.dominican.edu/cgi/viewcontent.cgi?article=1056&context=nursing-student-research-posters,http://dx.doi.org/10.33015/dominican.edu/2024.nurs.rp.19,oa_pdf_signal_requires_identity_validation,0,"Keep repository/thesis/issue source separately, but segment the requested subdocument before extraction; do not treat a constituent DOI as the container identity.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.3389/fpsyt.2018.00313,correction_or_erratum,correction_original_relationship,high,Outcome Evaluation of a Short-Term Hospitalization and Community Support Program for People Who Abuse Ketamine,verified_related_doi,document DOI is an explicit related/version DOI and title agrees,10.3389/fpsyt.2018.00746,Corrigendum: Outcome Evaluation of a Short-Term Hospitalization and Community Support Program for People Who Abuse Ketamine,0.9442,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_3389_fpsyt_2018_00313.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3389_fpsyt.2018.00313__55cba1aada.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3389_fpsyt.2018.00313__55cba1aada.pdf,True,,related_correction_or_original_document_only,PMC6057144,,True,https://www.frontiersin.org/articles/10.3389/fpsyt.2018.00313/pdf,https://doi.org/10.3389/fpsyt.2018.00313,exact_pmc_record_available_xml_needs_probe,0,"Route correction/erratum/retraction as context-only and link it to the original DOI. If the requested record is the main article but the artifact is a correction, reacquire the main article.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.3389/fpsyt.2023.1159399,benign_conflict,grobid_related_doi_misidentification,high,Chatbot-assisted therapy for patients with methamphetamine use disorder: a preliminary randomized controlled trial,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1186/isrctn16586487,Chatbot-assisted therapy for patients with methamphetamine use disorder: a preliminary randomized controlled trial,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_3389_fpsyt_2023_1159399.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.3389_fpsyt.2023.1159399__85b73b7785.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3389_fpsyt.2023.1159399__85b73b7785.pdf,True,,correct_content_available_locally,PMC10359989,not_needed,True,https://www.frontiersin.org/articles/10.3389/fpsyt.2023.1159399/pdf,https://doi.org/10.3389/fpsyt.2023.1159399,exact_pmc_record_available_xml_needs_probe,0,"Keep local text after front-page/title verification; mark conflicting DOI as a GROBID header misidentification, not a source DOI.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.3389/fpsyt.2024.1371092,correction_or_erratum,correction_original_relationship,high,Erratum: Hippocampal subfield volumes in treatment resistant depression and serial ketamine treatment.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.3389/fpsyt.2023.1227879,Erratum: Hippocampal subfield volumes in treatment resistant depression and serial ketamine treatment,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_3389_fpsyt_2024_1371092.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.3389_fpsyt.2024.1371092__462f1673ab.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3389_fpsyt.2024.1371092__462f1673ab.pdf,True,,related_correction_or_original_document_only,PMC10860201,not_needed,True,https://www.frontiersin.org/articles/10.3389/fpsyt.2024.1371092/pdf?isPublishedV2=False,https://doi.org/10.3389/fpsyt.2024.1371092,exact_pmc_record_available_xml_needs_probe,0,"Route correction/erratum/retraction as context-only and link it to the original DOI. If the requested record is the main article but the artifact is a correction, reacquire the main article.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.3389/fpsyt.2024.1507504,correction_or_erratum,correction_original_relationship,high,Corrigendum: Depression with comorbid borderline personality disorder - could ketamine be a treatment catalyst?,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.3389/fpsyt.2024.1398859,Corrigendum: Depression with comorbid borderline personality disorder -could ketamine be a treatment catalyst?,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_3389_fpsyt_2024_1507504.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.3389_fpsyt.2024.1507504__793a53273e.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3389_fpsyt.2024.1507504__793a53273e.pdf,True,,related_correction_or_original_document_only,PMC11551603,not_needed,True,https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2024.1507504/pdf,https://doi.org/10.3389/fpsyt.2024.1507504,exact_pmc_record_available_xml_needs_probe,0,"Route correction/erratum/retraction as context-only and link it to the original DOI. If the requested record is the main article but the artifact is a correction, reacquire the main article.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.3389/fpsyt.2025.1698185,correction_or_erratum,correction_original_relationship,high,Correction: Therapeutic and legal aspects of psilocybin in cancer-related depression.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.3389/fpsyt.2025.1591864,Correction: Therapeutic and legal aspects of psilocybin in cancer-related depression,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_3389_fpsyt_2025_1698185.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.3389_fpsyt.2025.1698185__1a77a68d8a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3389_fpsyt.2025.1698185__1a77a68d8a.pdf,True,,related_correction_or_original_document_only,PMC12462401,not_needed,True,https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2025.1698185/pdf,https://doi.org/10.3389/fpsyt.2025.1698185,exact_pmc_record_available_xml_needs_probe,0,"Route correction/erratum/retraction as context-only and link it to the original DOI. If the requested record is the main article but the artifact is a correction, reacquire the main article.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
