# new DOI queue (mechanistic) generated at 2026-05-15T06:35:11.703377+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1136/hrt.72.3.216,,,Head-up tilt testing. The balance of evidence.,1994,A D Hargreaves; Omer El Hag; N A Boon
10.1016/0091-3057(94)90144-9,,,"Hypothalamic infusion of the 5-HT21C agonist, DOI, prevents the inhibitory actions of the 5-HT1A agonist, 8-OH-DPAT, on lordosis behavior",1994,Lynda Uphouse; Martha Andrade; Marjay Caldarola-Pastuszka; Sharmin Maswood
10.1016/0006-8993(94)91538-5,,,Inhibition of opiate tolerance by non-competitive N-d-aspartate receptor antagonists,1994,Keith A. Trujillo; Huda Akil
10.1016/0028-3908(94)90074-4,,,Multiple serotonin receptor subtypes modulate prepulse inhibition of the startle response in rats,1994,THomas A. Sipes; Mark A. Geyer
10.1016/s0026-895x(25)09929-8,,,Release of dopamine via the human transporter.,1994,Amy J. Eshleman; Robert Henningsen; Kim A. Neve; Aaron Janowsky
10.1007/bf02244987,,,Sensitive and rapid behavioral differentiation ofN-methyl-d-aspartate receptor antagonists,1994,Mark Ginski; Jeffrey M. Witkin
10.1523/jneurosci.13-08-03252.1993,,,A novel slow (< 1 Hz) oscillation of neocortical neurons in vivo: depolarizing and hyperpolarizing components.,1993,Mircea Steriade; Ángel Núñez; Florin Amzica
10.1016/0006-2952(93)90073-6,,,"Activity of serotonin (5-HT) receptor agonists, partial agonists and antagonists at cloned human 5-HT1a receptors that are negatively coupled to adenylate cyclase in permanently transfected hela cells",1993,Petrus J. Pauwels; Paul Van Gompel; Josée E. Leysen
10.1016/s0026-895x(25)13357-9,,,Amphetamine derivatives interact with both plasma membrane and secretory vesicle biogenic amine transporters.,1993,Shimon Schuldiner; Sonia Steiner‐Mordoch; Rodrigo Yelin; S C Wall; Gary Rudnick
10.1016/0361-9230(93)90055-g,,,Cocaine-induced expression of striatal c-fos in the rat is inhibited by NMDA receptor antagonists,1993,German Torres; Catherine Rivier
10.1097/00001756-199306000-00021,,,Different sensitivities of NMDA receptor channel subtypes to non-competitive antagonists,1993,Tomohiro Yamakura; Hisashi Mori; Masaki Hisashi; Koki Shimoji; Masayoshi Mishina
10.1016/0306-4522(93)90036-f,,,Increased expression of trkB and trkC messenger RNAS in the rat forebrain after focal mechanical injury,1993,Giuseppa Mudò; Håkan Persson; Tõnis Timmusk; Hiroshi Funakoshi; M Bindoni; Natale Belluardo
10.1016/0006-8993(93)91368-3,,,Intrathecal treatment with dextrorphan or ketamine potently reduces pain-related behaviors in a rat model of peripheral mononeuropathy,1993,Jianren Mao; Donald D. Price; Ronald L. Hayes; Juan Lü; David J. Mayer; Hanan Frenk
10.1002/syn.890130205,,,LSD has high efficacy relative to serotonin in enhancing the cationic current I<sub>h</sub>: Intracellular studies in rat facial motoneurons,1993,Jennifer C. Garratt; Meenakshi Alreja; George K. Aghajanian
10.1016/s0021-9258(17)46830-x,,,Molecular cloning and expression of a 5-hydroxytryptamine7 serotonin receptor subtype.,1993,Yiping Shen; Frederick J. Monsma; Mark A. Metcalf; Pedro A. José; Mark W. Hamblin; David R. Sibley
10.1016/s0026-895x(25)13615-8,,,"Mouse 5-hydroxytryptamine5A and 5-hydroxytryptamine5B receptors define a new family of serotonin receptors: cloning, functional expression, and chromosomal localization.",1993,Harald Matthes; Ursula Boschert; N Amlaiky; Régis Grailhe; Jean‐Luc Plassat; Françoise Muscatelli; Marie‐Geneviève Mattéi; R Hen
10.1152/jn.1993.70.4.1365,,,N-methyl-D-aspartate (NMDA) and non-NMDA receptor antagonists block the hyperexcitability of dorsal horn neurons during development of acute arthritis in rat's knee joint,1993,Volker Neugebauer; Thomas Lücke; Hans-Georg Schaible
10.1097/00001756-199306000-00017,,,NMDA-activated currents in Bergmann glial cells,1993,Thomas Müller; Jens Grosche; Carsten Ohlemeyer; Helmut Kettenmann
10.1016/0028-3908(93)90029-3,,,"Patch clamp studies on the kinetics and selectivity of N-methyl-d-aspartate receptor antagonism by memantine (1-amino-3,5-dimethyladamantan)",1993,Chris G. Parsons; René Gruner; Jouri Rozental; John D. Millar; D Lodge
10.1016/0006-8993(93)91225-h,,,Sex differences in striatal dopamine: in vivo microdialysis and behavioral studies,1993,Stacy A. Castner; Xiao Li; Jill B. Becker
10.1007/bf02246950,,,The role of serotonergic mechanisms in inhibition of isolation-induced aggression in male mice,1993,Connie Sánchez; Jørn Arnt; John Hyttel; Ejner K. Moltzen
10.1073/pnas.90.8.3452,,,Two members of a distinct subfamily of 5-hydroxytryptamine receptors differentially expressed in rat brain.,1993,MG Erlander; Timothy W. Lovenberg; B M Baron; Luı́s de Lecea; Patria E. Danielson; Margaret M. Racke; A L Slone; Barry W. Siegel; Pamela E. Foye; Kurt S. Cannon
10.1016/s0022-3565(25)10821-5,,,"Biochemical and pharmacological properties of SR 46349B, a new potent and selective 5-hydroxytryptamine2 receptor antagonist.",1992,M Rinaldi-Carmona; Christian Congy; Vincent Santucci; Jacques Simiand; Bruno Gautret; G. Néliat; Bernard Labeeuw; G. Le Fur; P. Soubrié; J. C. Brelière
10.1016/s0026-895x(25)08925-4,,,"Cloning, pharmacological characterization, and chromosome assignment of the human dopamine transporter.",1992,Bruno Giros; Salah El Mestikawy; N Godinot; Karen Zheng; Ho Jae Han; T L Yang-Feng; Marc G. Caron
10.1016/0922-4106(92)90159-s,,,Cocaine and dopamine differentially protect [3H]mazindol binding sites from alkylation by N-ethylmaleimide,1992,Kenneth M. Johnson; John S. Bergmann; Alan P. Kozikowski
10.1073/pnas.89.15.7095,,,Dopamine transporter mRNA content in human substantia nigra decreases precipitously with age.,1992,Michael J. Bannon; Michael S. Poosch; Yankai Xia; Dennis J. Goebel; Barbara Cassin; Gregory Kapatos
10.1111/j.1530-0277.1992.tb00706.x,,,Effect of Ethanol Administration and Withdrawal on Serotonin Receptor Subtypes and Receptor‐Mediated Phosphoinositide Hydrolysis in Rat Brain,1992,Subhash C. Pandey; Mariann R. Piano; Dorie W. Schwertz; John M. Davis; Ghanshyam N. Pandey
10.1016/0006-8993(92)91525-j,,,Ketamine-induced anesthesia involves the N-methyl-d-aspartate receptor-channel complex in mice,1992,Masahiro Irifune; Takao Shimizu; Masahiro Nomoto; Takeo Fukuda
10.1016/0028-3908(92)90098-a,,,Neuroendocrine responses to the serotonin2 agonist DOI are differentially modified by three 5-HT1A agonists,1992,Q Li
10.1016/s0022-3565(25)10759-3,,,"Serotonin-stimulated release of [3H]dopamine via reversal of the dopamine transporter in rat striatum and nucleus accumbens: a comparison with release elicited by potassium, N-methyl-D-aspartic acid, glutamic acid and D-amphetamine.",1992,Henry M. Jacocks; Brittney M. Cox
10.1016/0304-3959(92)90198-k,,,Spinal pharmacology of thermal hyperesthesia induced by constriction injury of sciatic nerve. Excitatory amino acid antagonists,1992,Tatsuo Yamamoto; Tony L. Yaksh
10.1016/0304-3959(92)90266-e,,,The NMDA-receptor antagonist CPP abolishes neurogenic ‘wind-up pain’ after intrathecal administration in humans,1992,Jens D. Kristensen; B. A. Svensson; Torsten Gordh
10.1016/0014-2999(92)90301-j,,,The intrathecal administration of excitatory amino acid receptor antagonists selectively attenuated carrageenan-induced behavioral hyperalgesia in rats,1992,Ke Ren; Gene M. Williams; Janice L.K. Hylden; M.A. Ruda; Ronald Dubner
10.1002/j.1460-2075.1992.tb05583.x,,,The mouse 5HT5 receptor reveals a remarkable heterogeneity within the 5HT1D receptor family.,1992,Jean‐Luc Plassat; Ursula Boschert; N Amlaiky; René Hen
10.1016/0165-6147(91)90493-c,,,Clinical evaluation of 5-HT3 receptor antagonists as anti-emetics,1991,K T Bunce; Michael B. Tyers; P.A. Beranek
10.1126/science.1948036,,,Cloning of a Serotonin Transporter Affected by Antidepressants,1991,Beth J. Hoffman; Éva Mezey; Michael Brownstein
10.1073/pnas.88.24.11168,,,Cloning of the cocaine-sensitive bovine dopamine transporter.,1991,Ted B. Usdin; Éva Mezey; Chen Chen; M. Brownstein; Beth J. Hoffman
10.1016/0014-2999(91)90228-i,,,Comparison of pharmacodynamic effects of the non-competitive NMDA receptor antagonists MK-801 and ketamine in pigs,1991,Wolfgang Löscher; Gabriele Fredow; Martin Ganter
10.1097/00008877-199104000-00002,,,Ethanol-like discriminative stimulus effects of non- competitive n-methyl-d-aspartate antagonists,1991,Kathleen A. Grant; Janet S. Knisely; Boris Tabakoff; James E. Barrett; Robert L. Balster
10.1111/j.1471-4159.1991.tb02020.x,,,Glutamate Neurotoxicity and the Inhibition of Protein Synthesis in the Hippocampal Slice,1991,James J. Vornov; Joseph T. Coyle
10.1007/bf02245649,,,Inbred rat strain comparisons indicate different sites of action for cocaine and amphetamine locomotor stimulant effects,1991,Frank R. George; Linda J. Porrino; Mary C. Ritz; Steven R. Goldberg
10.1016/0028-3908(91)90047-f,,,Lack of increase in dopamine transporter binding or function in rat brain tissue after treatment with blockers of neuronal uptake of dopamine,1991,Nilgün Kula; Ross J. Baldessarini
10.1126/science.1835799,,,NMDA Antagonist Neurotoxicity: Mechanism and Prevention,1991,John W. Olney; Joann Labruyere; G. Wang; David F. Wozniak; Madelon T. Price; Michael A. Sesma
10.1176/ajp.148.10.1301,,,Recent advances in the phencyclidine model of schizophrenia,1991,Daniel C. Javitt; Stephen R. Zukin
10.1016/0014-2999(91)90355-t,,,Selective σ ligands block stimulant effects of cocaine,1991,Melissa Menkel; Philip Terry; Michael J. Pontecorvo; Jonathan L. Katz; Jeffrey M. Witkin
10.1016/0028-3908(91)90175-b,,,"Tandospirone and its metabolite, 1-(2-pyrimidinyl)-piperazine—I. Effects of acute and long-term administration of tandospirone on serotonin neurotransmission",1991,Roger Godbout; Yves Chaput; Pierre Blier; Claude de Montigny
10.1111/j.1460-9568.1991.tb00034.x,,,The Effects of NMDA Antagonists on Neuronal Activity in Cat Spinal Cord Evoked by Acute Inflammation in the Knee Joint,1991,Hans‐Georg Schaible; Blair D. Grubb; Volker Neugebauer; M Oppmann
10.1016/s0022-3565(25)23034-8,,,5-hydroxytryptamine (5-HT)1A receptors and the tail-flick response. I. 8-hydroxy-2-(di-n-propylamino) tetralin HBr-induced spontaneous tail-flicks in the rat as an in vivo model of 5-HT1A receptor-mediated activity.,1990,MJ Millan; K Bervoets; F. C. Colpaert
10.1016/s0022-3565(25)23167-6,,,"Autoradiographic characterization of (+-)-1-(2,5-dimethoxy-4-[125I] iodophenyl)-2-aminopropane ([125I]DOI) binding to 5-HT2 and 5-HT1c receptors in rat brain.",1990,N M Appel; W. M. Mitchell; Russell Garlick; Richard A. Glennon; Milt Teitler; E B De Souza
10.1111/j.1476-5381.1990.tb14138.x,,,Behavioural evidence for functional interactions between 5‐HT‐receptor subtypes in rats and mice,1990,Hemmie H.G. Berendsen; C.L.E. Broekkamp
10.1016/0166-2236(90)90047-e,,,"Cortical circuits: Synaptic organization of the cerebral cortex. Structure, function and theory",1990,Ivan Divac
10.1097/00004714-199006001-00004,,,Differential Effect of Gepirone on Presynaptic and Postsynaptic Serotonin Receptors,1990,Pierre Blier; Claude de Montigny
10.1016/0736-5748(90)90075-d,,,Effects of NMDA antagonists on developmental plasticity in kitten visual cortex,1990,Josef P. Rauschecker; Ulrich Egert; Albrecht Kossel
10.1016/0006-8993(90)90975-h,,,Evidence for spinalN-methyl-d-aspartate receptor involvement in prolonged chemical nociception in the rat,1990,Jane E. Haley; Ann F. Sullivan; Anthony H. Dickenson
10.1523/jneurosci.10-04-01286.1990,,,Gonadal steroids regulate dendritic spine density in hippocampal pyramidal cells in adulthood,1990,Elizabeth Gould; Catherine S. Woolley; Maya Frankfurt; BS McEwen
10.1007/bf02253718,,,Involvement of 5-HT1C-receptors in drug-induced penile erections in rats,1990,Hemmie H.G. Berendsen; François Jenck; C.L.E. Broekkamp
10.1097/00000542-199004000-00021,,,Is the Site of Action of Ketamine Anesthesia the N-Methyl-D-Aspartate Receptor?,1990,Takeyasu Yamamura; Kohji Harada; Atsushi Okamura; Osamu Kemmotsu
10.1523/jneurosci.10-01-00125.1990,,,NMDA receptors mediate poly- and monosynaptic potentials in motoneurons of rat embryos.,1990,Lea Ziskind‐Conhaim
10.1523/jneurosci.10-12-04035.1990,,,Naturally occurring fluctuation in dendritic spine density on adult hippocampal pyramidal neurons,1990,Catherine S. Woolley; Elizabeth Gould; Maya Frankfurt; BS McEwen
10.1016/s0026-895x(25)11008-0,,,Serotonin receptor-mediated activation of adenylate cyclase in the neuroblastoma NCB.20: a novel 5-hydroxytryptamine receptor.,1990,David A. Conner; Tag E. Mansour
10.1016/0006-8993(90)91103-n,,,The effect of intraventricular administration of the 5-HT3 receptor agonist 2-methylserotonin on the release of dopamine in the nucleus accumbens: an in vivo chronocoulometric study,1990,Lian Jiang; Charles R. Ashby; Richard J. Kasser; Rex Y. Wang
10.1016/0091-3057(90)90134-4,,,"The noncompetitive N-methyl-D-aspartate antagonists, MK-801, phencyclidine and ketamine, increase the potency of general anesthetics",1990,Laura C. Daniell
10.1002/ana.410250412,,,<i>N</i>‐methyl‐<scp>D</scp>‐aspartate antagonists: Ready for clinical trial in brain ischemia?,1989,Gregory W. Albers; Mark P. Goldberg; Dennis W. Choi
10.1016/0304-3959(89)90160-7,,,Behavioral and autonomic correlates of the tactile evoked allodynia produced by spinal glycine inhibition: effects of modulatory receptor systems and excitatory amino acid antagonists,1989,Tony L. Yaksh
10.1139/y89-017,,,Electrophysiological assessment of putative antagonists of 5-hydroxytryptamine receptors: a single-cell study in the rat dorsal raphe nucleus,1989,Pierre Blier; Suzanne Steinberg; Yves Chaput; Claude de Montigny
10.1016/0014-2999(89)90178-7,,,Facilitation of 8-OHDPAT-induced forepaw treading of rats by the 5-HT2 agonist DOI,1989,Jørn Arnt; John Hyttel
10.1113/jphysiol.1989.sp017762,,,Giant synaptic potentials in immature rat CA3 hippocampal neurones.,1989,Yehezkel Ben‐Ari; Enrico Cherubini; Renato Corradetti; Jean‐Luc Gaïarsa
10.1016/0006-8993(89)90314-4,,,Involvement of N-methyl-d-aspartate (NMDA) receptors in respiratory rhythmogenesis,1989,Arthur S. Foutz; Jean Champagnat; Monique Denavit‐Saubié
10.1113/jphysiol.1989.sp017674,,,Regulation of N‐methyl‐D‐aspartate receptors revealed by intracellular dialysis of murine neurones in culture.,1989,John F. MacDonald; István Módy; Michael W. Salter
10.1016/s0022-3565(25)24116-7,,,Relationship between self-administration of amphetamine and monoamine receptors in brain: comparison with cocaine.,1989,Mary C. Ritz; M J Kuhar
10.7326/0003-4819-110-12-992,,,Selective Vulnerability of the Brain: New Insights into the Pathophysiology of Stroke,1989,Robert C. Collins; Bruce H. Dobkin; Dennis W. Choi
10.1210/endo-125-5-2664,,,Serotonin Agonists Cause Parallel Activation of the Sympathoadrenomedullary System and the Hypothalamo-Pituitary-Adrenocortical Axis in Conscious Rats,1989,György Bagdy; Dennis L. Murphy; Katalin Szemeredi
10.1016/0166-6851(89)90205-3,,,Serotonin receptors in the tissues of adult Ascaris suum,1989,Jayanta Chaudhuri; Manus J. Donahue
10.1016/0014-2999(89)90754-1,,,The behavioural effects of MK-801: a comparison with antagonists acting non-competitively and competitively at the NMDA receptor,1989,Mark D. Tricklebank; Lakhbir Singh; Ryszard J. Oles; Cliff Preston; Susan D. Iversen
10.1016/s0026-895x(25)10130-2,,,A nonclassical 5-hydroxytryptamine receptor positively coupled with adenylate cyclase in the central nervous system.,1988,Aline Dumuis; Rochdi Bouhelal; Michèle Sebben; Robert N. Cory; J. Bockaert
10.1016/0306-4522(88)90090-5,,,Autoradiographic localization and characterization of [125I]Lysergic acid diethylamide binding to serotonin receptors in Aplysia,1988,Maura Kadan; Paul Hartig
10.1016/0006-8993(88)90690-7,,,Evidence for a role of the N-methyl-d-aspartate (NMDA) receptor in cortical spreading depression in the rat,1988,Roger Marrannes; Roland Willems; E. De Prins; A. Wauquier
10.1016/s0022-3565(25)22189-9,,,"Lysergic acid diethylamide and 2,5-dimethoxy-4-methylamphetamine are partial agonists at serotonin receptors linked to phosphoinositide hydrolysis.",1988,Elaine Sanders‐Bush; Kevin D. Burris; Karen M. Knoth
10.1523/jneurosci.08-01-00185.1988,,,Pharmacology of glutamate neurotoxicity in cortical cell culture: attenuation by NMDA antagonists,1988,DW Choi; JY Koh; Stephen C. Peters
10.1113/jphysiol.1988.sp016975,,,Slow excitatory postsynaptic currents mediated by N‐methyl‐D‐aspartate receptors on cultured mouse central neurones.,1988,Ian D. Forsythe; GL Westbrook
10.1097/00000542-198811000-00011,,,The Neuroprotective Action of Ketamine and MK-801 after Transient Cerebral Ischemia in Rats,1988,John Church; Sophie Zeman; David Lodge
10.1016/0165-6147(88)90004-1,,,Transmitter release from brain slices elicited by single pulses: a powerful method to study presynaptic mechanisms,1988,Ernst A. Singer
10.1111/j.1471-4159.1988.tb13260.x,,,[<sup>3</sup>H]MK‐801 Labels a Site on the <i>N</i>‐Methyl‐D‐Aspartate Receptor Channel Complex in Rat Brain Membranes,1988,Erik H.F. Wong; Antony R. Knight; Geoffrey N. Woodruff
10.1111/j.1471-4159.1987.tb13135.x,,,"<i>N</i>1‐Methyl‐2‐<sup>125</sup>I‐Lysergic Acid Diethylamide, a Preferred Ligand for In Vitro and In Vivo Characterization of Serotonin Receptors",1987,Beth J. Hoffman; Ursula Scheffel; John R. Lever; Michael Karpa; Paul Hartig
10.1038/326183a0,,,Ketamine—xylazine anaesthesia blocks consolidation of ocular dominance changes in kitten visual cortex,1987,Josef P. Rauschecker; Sabine Hahn
10.1016/0014-2999(87)90204-4,,,Mediation of the discriminative stimulus properties of 8-hydroxy-2-(di-n-propylamino) tetralin (8-OH-DPAT) by the putative 5-HT1A receptor,1987,Mark D. Tricklebank; Joanna C. Neill; Emma J. Kidd; John R. Fozard
