action_reason,contexts,contexts_all,library_status,matched_context_count,needs_metadata_or_manual_screen,paper_type_reasons,paper_type_suggested,pdf_local_path,protected_context_count,relevance_reasons,relevance_score,relevance_suggested,screening_status,source_type_reasons,source_type_suggested,study_doi,study_title,study_year,synthesized_context_count,triage_rescue_reasons
closed_or_unknown_access,,Psilocybin->5-HT2A,needs_manual_access,0,False,"contains primary-results signals (agonist, receptor)",primary_results,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, receptor)",primary_study,10.1016/j.bmcl.2009.07.143,Molecular basis for cis-urocanic acid as a 5-HT2A receptor agonist,2009,0,
open_access_but_no_direct_pdf_url,,5-HT6,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (5-HT6) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2011.05.106,Rigidized 1-aryl sulfonyl tryptamines: Synthesis and pharmacological evaluation as 5-HT6 receptor ligands,2011,0,
open_access_but_no_direct_pdf_url,,5-HT6,needs_download,0,False,"contains primary-results signals (agonist, antagonist, receptor)",primary_results,,0,context entity match (5-HT6) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, antagonist, receptor)",primary_study,10.1016/j.bmcl.2016.04.024,1-Sulfonyl-6-Piperazinyl-7-Azaindoles as potent and pseudo-selective 5-HT6 receptor antagonists,2016,0,
open_access_but_no_direct_pdf_url,,Sigma-2 receptor (TMEM97),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (Sigma-2 receptor (TMEM97)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2016.10.065,Decahydrobenzoquinolin-5-one sigma receptor ligands: Divergent development of both sigma 1 and sigma 2 receptor selective examples,2016,0,
open_access_but_no_direct_pdf_url,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (kappa opioid receptor (OPRK1)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bmcl.2018.03.029,A review of salvinorin analogs and their kappa-opioid receptor activity,2018,0,
closed_or_unknown_access,,2C-B->5-HT2A,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (5-HT2A) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bone.2010.04.407,Effects of serotonin 5-HT2B or 5-HT2A/2C receptor blockade on bone mechanical properties in ovariectomized and non-ovariectomized rats,2010,0,
,,M3 muscarinic receptor (CHRM3),needs_download,0,False,contains review keyword,review,,0,context entity match (M3 muscarinic receptor (CHRM3)) | contains study-method keywords,3,possible_relevant,needs_context_review,contains review keyword,review,10.1016/j.bpj.2011.11.1885,Complex Regulation of the TRPM8 Cold Receptor Channel: Role of Arachidonic Acid Release following M3 Muscarinic Receptor Stimulation,2012,0,
,,S-ketamine->NMDA receptor,needs_download,0,False,"contains primary-results signals (binding, receptor)",primary_results,,0,context entity match (NMDA receptor) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (binding, receptor)",primary_study,10.1016/j.bpj.2011.11.3989,Structural Thermodynamics of NMDA Receptor Ligand-Binding Domains,2012,0,
,,MDMA->SERT (SLC6A4),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (SERT (SLC6A4)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bpj.2013.11.2069,A Quantitative Model of Amphetamine Action on the Serotonin Transporter,2014,0,
,,M2 muscarinic receptor (CHRM2),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (M2 muscarinic receptor (CHRM2)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bpj.2013.11.630,Activation of the M2 Muscarinic Receptor and Computer-Aided Design of Receptor-Selective Allosteric Drugs,2014,0,
,,Ibogaine->NMDA receptor,needs_download,0,False,contains review keyword,review,,0,context entity match (NMDA receptor) | contains study-method keywords,3,possible_relevant,needs_context_review,contains review keyword,review,10.1016/j.bpj.2020.11.1323,Role of D-serine Binding to the NMDA Receptor Ligand-Binding Domain,2021,0,
closed_or_unknown_access,,5-HT1B,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (5-HT1B) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bpj.2021.11.2672,Impact of unstructured N-terminus of 5-HT1B receptor on serotonin action,2022,0,
closed_or_unknown_access,,Ibogaine->NMDA receptor,needs_manual_access,0,False,"contains primary-results signals (affinity, agonist, binding, receptor)",primary_results,,0,context entity match (NMDA receptor) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (affinity, agonist, binding, receptor)",primary_study,10.1016/j.bpj.2021.11.842,Determination of binding affinity and efficacy for NMDA receptor agonists and GluN2A selective allosteric modulators,2022,0,
open_access_but_no_direct_pdf_url,,MDMA->SERT (SLC6A4),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (SERT (SLC6A4)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.bpj.2022.01.024,The substrate import mechanism of the human serotonin transporter,2022,0,
closed_or_unknown_access,,D4 receptor (DRD4),needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (D4 receptor (DRD4)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.brainres.2006.03.021,Association between dopamine D4 receptor (DRD4) gene polymorphisms and novelty-elicited auditory event-related potentials in preschool children,2006,0,
closed_or_unknown_access,,5-MeO-DMT->5-HT1A,needs_manual_access,0,False,"contains primary-results signals (binding, receptor)",primary_results,,0,context entity match (5-HT1A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (binding, receptor)",primary_study,10.1016/j.brainres.2006.03.057,Prenatal stress in the rat alters 5-HT1A receptor binding in the ventral hippocampus,2006,0,
closed_or_unknown_access,,VMAT2 (SLC18A2),needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (VMAT2 (SLC18A2)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.brainres.2006.10.073,"Different subcellular distributions of the vesicular monoamine transporter, VMAT2, in subclasses of sympathetic neurons",2006,0,
closed_or_unknown_access,,5-MeO-DMT->5-HT1A,needs_manual_access,0,False,"contains primary-results signals (binding, receptor)",primary_results,,0,context entity match (5-HT1A) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (binding, receptor)",primary_study,10.1016/j.brainres.2007.07.036,Correlation of human cold pressor pain responses with 5-HT1A receptor binding in the brain,2007,0,
closed_or_unknown_access,,MDMA->DAT (SLC6A3),needs_manual_access,0,False,"contains primary-results signals (kd, transporter)",primary_results,,0,context entity match (DAT (SLC6A3)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (kd, transporter)",primary_study,10.1016/j.brainres.2010.02.034,Motivational effects on interval timing in dopamine transporter (DAT) knockdown mice,2010,0,
closed_or_unknown_access,,5-HT1B,needs_manual_access,0,False,"contains primary-results signals (receptor, transporter)",primary_results,,0,context entity match (5-HT1B) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (receptor, transporter)",primary_study,10.1016/j.brainres.2010.05.054,Chronic buspirone treatment decreases 5-HT1B receptor densities and the serotonin transporter but increases the density of 5-HT2A receptors in the bulbectomized rat model of depression: an autoradiographic study,2010,0,
closed_or_unknown_access,,5-HT1F,needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (5-HT1F) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.brainres.2010.09.004,"Distribution of 5-HT1B, 5-HT1D and 5-HT1F receptor expression in rat trigeminal and dorsal root ganglia neurons: Relevance to the selective anti-migraine effect of triptans",2010,0,
closed_or_unknown_access,,Salvinorin A->kappa opioid receptor (OPRK1),needs_manual_access,0,False,"contains primary-results signals (ki, receptor)",primary_results,,0,context entity match (kappa opioid receptor (OPRK1)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (ki, receptor)",primary_study,10.1016/j.brainres.2012.10.024,Herkinorin dilates cerebral vessels via kappa opioid receptor and cyclic adenosine monophosphate (cAMP) in a piglet model,2012,0,
closed_or_unknown_access,,Salvinorin A->kappa opioid receptor (OPRK1),needs_manual_access,0,False,"contains primary-results signals (agonist, ki, receptor)",primary_results,,0,context entity match (kappa opioid receptor (OPRK1)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, ki, receptor)",primary_study,10.1016/j.brainres.2017.02.027,Synergistic blockade of alcohol escalation drinking in mice by a combination of novel kappa opioid receptor agonist Mesyl Salvinorin B and naltrexone,2017,0,
closed_or_unknown_access,,5-HT1D,needs_manual_access,0,False,"contains primary-results signals (agonist, receptor)",primary_results,,0,context entity match (5-HT1D) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (agonist, receptor)",primary_study,10.1016/j.brainres.2018.07.030,Effect of a 5-HT1D receptor agonist on the reinstatement phase of the conditioned place preference test and hippocampal long-term potentiation in methamphetamine-treated rats,2018,0,
closed_or_unknown_access,,M4 muscarinic receptor (CHRM4),needs_manual_access,0,False,"contains primary-results signals (binding, receptor)",primary_results,,0,context entity match (M4 muscarinic receptor (CHRM4)) | contains study-method keywords,3,possible_relevant,needs_context_review,"contains primary-study signals (binding, receptor)",primary_study,10.1016/j.brainresbull.2005.02.007,M2/M4 muscarinic receptor binding in the anterior cingulate cortex in schizophrenia and mood disorders,2005,0,
closed_or_unknown_access,,MDMA->SERT (SLC6A4),needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (MDMA) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.brainresbull.2013.01.003,Effect of repeated exposure to MDMA on the function of the 5-HT transporter as assessed by synaptosomal 5-HT uptake,2013,0,
open_access_but_no_direct_pdf_url,,Ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (NMDA receptor) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.brainresbull.2017.11.007,CaMKIIα expression in a mouse model of NMDAR hypofunction schizophrenia: Putative roles for IGF-1R and TLR4,2017,0,
,,5-HT2B,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (5-HT2B) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.cardiores.2003.09.015,Serotonin 5-HT2B receptor loss of function mutation in a patient with fenfluramine-associated primary pulmonary hypertension,2003,0,
closed_or_unknown_access,,MDMA->SERT (SLC6A4),needs_manual_access,0,False,no strong paper-type signal,other,,0,context entity match (SERT (SLC6A4)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.ceca.2014.04.003,Electrical coupling between the human serotonin transporter and voltage-gated Ca2+ channels,2014,0,
open_access_but_no_direct_pdf_url,,MDMA->DAT (SLC6A3),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (DAT (SLC6A3)) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.ceca.2015.06.013,Amphetamine activates calcium channels through dopamine transporter-mediated depolarization,2015,0,
open_access_but_no_direct_pdf_url,,LSD->5-HT2C,needs_download,0,False,no strong paper-type signal,other,,0,context entity match (5-HT2C) | contains study-method keywords,3,possible_relevant,needs_context_review,no strong source-type signal,other,10.1016/j.cell.2018.01.001,5-HT2C Receptor Structures Reveal the Structural Basis of GPCR Polypharmacology,2018,0,
